replication,product,exit_time_h,batch_id,volume_m3,source_aserradero_batch_id,lead_time_h
0,P2,8481.675903186935,966,25.922,1520,12.648
0,P1,8482.346801004878,467,15.04,1522,0.592
0,P1,8489.349546395433,468,15.684,1524,0.4
0,P1,8492.029027698465,469,13.83,1525,0.603
0,P3,8492.946144509597,395,13.724,1523,7.34
0,P2,8504.740007420023,968,14.588,1526,9.427
0,P1,8507.022927883303,470,15.207,1527,0.624
0,P1,8510.469021466135,471,15.14,1528,1.05
0,P2,8516.644664883837,969,12.956,1529,3.966
0,P2,8528.076159865652,970,13.387,1530,12.452
0,P3,8531.081795903629,396,13.102,1531,10.594
0,P2,8536.519791528568,972,14.735,1532,6.248
0,P1,8537.531174226757,472,15.308,1534,0.43
0,P2,8540.728040550724,973,13.036,1533,7.74
0,P2,8576.328380105697,974,12.893,1535,32.533
0,P3,8579.668820374049,397,14.302,1536,27.126
0,P3,8583.013556070451,398,13.787,1537,5.168
0,P2,8587.770652480536,977,14.14,1538,5.761
0,P2,8589.675036613953,978,13.643,1539,4.952
0,P1,8599.465523239085,473,14.691,1541,8.01
0,P2,8600.315094677198,979,14.079,1540,12.338
0,P3,8608.595321196952,399,13.377,1542,5.922
0,P2,8612.466652289308,981,13.398,1543,5.959
0,P2,8615.198435423943,982,14.095,1544,5.621
0,P1,8623.531835993723,474,15.292,1546,6.887
0,P1,8625.941797685886,475,15.722,1547,0.468
0,P3,8626.695178107615,400,14.061,1545,14.339
0,P1,8630.255498360175,476,15.354,1548,0.795
0,P2,8638.260680322173,984,13.924,1549,5.401
0,P1,8647.529574335265,477,14.962,1552,6.48
0,P2,8649.614867982746,985,29.135,1550,12.255
0,P3,8657.540775654832,401,14.011,1553,6.607
0,P3,8660.143933469362,402,14.357,1554,5.468
0,P1,8661.605081148413,478,14.492,1556,0.452
0,P2,8662.922319780779,988,14.179,1555,5.216
0,P1,8671.525116783556,479,14.339,1557,7.292
0,P3,8681.510878056803,403,13.781,1558,5.803
0,P1,8684.012408105902,480,14.159,1560,0.549
0,P2,8684.58399195093,990,13.701,1559,5.064
0,P2,8696.032612178255,991,14.846,1561,8.707
0,P3,8699.09340944217,404,14.013,1562,8.768
0,P2,8703.512349044453,993,13.715,1563,4.476
0,P2,8706.833100660979,994,13.205,1564,4.467
0,P3,8712.121651704656,405,13.606,1565,7.276
0,P1,8743.676801341548,481,14.678,1567,31.191
0,P2,8744.704561643954,996,13.399,1566,37.196
0,P2,8749.533126894661,997,13.769,1568,3.456
0,P1,8749.76958014532,482,15.449,1569,0.694
0,P2,8756.611370995824,998,13.632,1570,4.057
1,P2,15.678327987000454,1,11.89,1,3.55
1,P1,16.584423802526544,1,12.622,2,0.597
1,P1,19.525659210443216,2,12.316,3,0.521
1,P2,31.767780285081614,2,14.16,4,7.554
1,P2,31.843879751648803,3,1.123,5,0.575
1,P1,35.33096471844492,3,14.325,6,0.494
1,P2,36.21486815309329,4,1.388,7,0.467
1,P2,46.14691516661641,5,10.648,8,4.004
1,P2,56.236179729139266,6,14.787,9,12.46
1,P3,59.18459960364803,1,14.488,10,10.951
1,P3,63.95965077148735,2,12.997,11,5.491
1,P3,67.93802105421155,3,12.704,12,6.212
1,P3,69.87522571902356,4,14.392,13,5.271
1,P1,79.58455338752951,4,15.033,15,8.282
1,P2,80.67903191903976,11,13.436,14,12.819
1,P1,87.52343035306612,5,7.5,18,0.241
1,P3,88.73407916455506,5,14.467,16,6.997
1,P2,90.93088430953487,13,14.814,17,6.073
1,P1,93.58636493462912,6,10.11,20,0.326
1,P2,94.74035717150241,14,14.091,19,4.029
1,P2,104.63937142060944,15,13.6,21,6.913
1,P3,106.36237492503139,6,2.354,22,2.212
1,P2,116.09508854457896,17,13.639,23,5.914
1,P1,118.29396275541626,7,14.679,25,0.485
1,P3,120.99083768357028,7,14.699,24,7.34
1,P3,129.4057884427465,8,14.363,26,8.168
1,P1,131.79576086745456,8,14.026,27,0.659
1,P2,138.776814475143,20,13.876,28,4.577
1,P3,143.57309561646997,9,13.299,29,6.053
1,P1,175.57012799574125,9,14.787,31,30.592
1,P2,176.56344393618,22,14.28,30,33.936
1,P1,180.85640930129142,10,10.909,33,0.449
1,P3,182.15906450602412,10,9.827,32,4.397
1,P2,189.71591465198318,24,9.649,34,4.394
1,P2,199.62986594472017,25,8.909,36,8.271
1,P3,202.5942422019165,11,12.685,35,13.809
1,P2,207.44326039558825,27,13.08,37,4.553
1,P2,212.81216129375576,28,14.441,38,4.397
1,P2,216.3845672212943,29,12.823,39,5.377
1,P2,224.23010642532947,30,14.343,40,9.069
1,P1,230.55116276714526,11,14.737,42,0.501
1,P3,233.17612986131303,12,12.999,41,6.016
1,P2,238.58275963145627,32,13.349,43,5.874
1,P1,247.58188496285624,12,13.812,46,5.0
1,P2,250.29488963472394,33,27.382,44,13.861
1,P3,257.2219279184019,13,13.978,47,7.104
1,P1,258.1480549344656,13,15.781,49,0.745
1,P3,258.95829338629056,14,14.356,48,4.881
1,P1,262.9475468949679,14,7.312,51,0.234
1,P2,274.1424718771422,36,26.831,50,10.073
1,P1,278.2325791869986,15,14.196,54,0.783
1,P3,281.32250554530384,15,14.174,53,7.443
1,P2,286.3478570880485,39,2.685,56,4.118
1,P3,286.504862200252,16,14.645,55,5.917
1,P1,295.6106701663586,16,14.852,58,6.526
1,P2,296.276298924402,40,12.797,57,11.135
1,P2,303.3229045090101,41,14.806,59,4.816
1,P2,307.1880617196345,42,13.753,60,5.156
1,P2,311.3754893912397,43,13.464,61,7.228
1,P2,344.3233355365335,44,13.953,62,37.768
1,P3,347.1053357933674,17,13.296,63,20.227
1,P2,351.66199935561656,47,2.288,65,3.98
1,P3,351.8370398641877,18,12.966,64,5.002
1,P3,358.55793283345855,19,9.785,66,5.491
1,P2,370.0692029714326,49,29.591,67,10.919
1,P1,370.8512502616782,17,15.612,69,0.506
1,P1,373.6261453828739,18,14.379,70,0.648
1,P2,379.6828151817135,50,14.546,71,3.149
1,P3,385.46855527998656,20,12.947,72,6.342
1,P2,392.8292148491838,52,14.808,73,9.576
1,P1,395.44401198570176,19,15.235,74,0.628
1,P1,402.68464593659905,20,15.456,76,0.529
1,P2,403.71788408897856,53,14.446,75,4.691
1,P2,416.06479534602613,54,14.666,78,6.654
1,P3,419.8098790441896,21,13.927,77,12.318
1,P2,423.24948960857284,56,13.877,79,5.552
1,P1,426.2629021113858,21,15.099,81,0.569
1,P3,427.601061216683,22,14.69,80,6.303
1,P1,429.1651529903728,22,15.749,82,0.753
1,P3,441.54229136382776,23,13.919,83,9.714
1,P2,448.5857254765269,59,14.629,84,6.103
1,P1,452.1365268759055,23,15.296,86,0.71
1,P3,454.32686013128756,24,14.558,85,7.192
1,P2,464.5275818038166,61,14.176,87,9.748
1,P3,467.8445398373898,25,13.768,88,8.92
1,P3,472.0261537196706,26,13.94,89,5.457
1,P2,474.98871744857854,64,14.063,90,4.819
1,P2,477.0962721863172,65,14.434,91,4.521
1,P1,511.5962881024502,24,15.38,93,30.746
1,P3,514.3222646059927,27,13.73,92,39.992
1,P2,519.938565610036,67,13.87,94,5.473
1,P3,524.6734875352013,28,13.274,95,7.239
1,P2,526.8711020362696,69,13.032,96,5.288
1,P1,535.5764112304828,25,14.013,98,6.574
1,P3,538.1836468739631,29,12.891,97,12.771
1,P2,543.2527696602959,71,13.709,99,5.254
1,P3,548.6690442189923,30,14.079,100,6.022
1,P2,549.8224770632709,73,13.64,101,4.601
1,P3,565.1405133306964,31,29.248,102,14.995
1,P2,567.2969007395095,75,12.879,104,5.714
1,P2,569.3527393967345,76,14.475,105,3.365
1,P1,569.445204920616,26,14.028,106,0.565
1,P1,572.6014842134003,27,14.438,107,0.671
1,P3,585.8899602763994,32,14.67,108,10.204
1,P3,591.2499641102377,33,14.116,109,5.139
1,P2,594.6959044899365,79,13.901,110,5.81
1,P3,599.5523829140207,34,13.191,111,8.311
1,P2,609.5832158149551,81,28.668,112,12.043
1,P1,614.9095129564093,28,15.463,115,0.44
1,P3,616.7580367361861,35,12.991,114,6.234
1,P3,624.010131504974,36,13.148,116,4.805
1,P2,633.6910526783581,84,29.288,117,9.21
1,P1,637.6039135531141,29,14.062,120,0.713
1,P3,640.4945580620831,37,13.79,119,6.246
1,P2,646.4012683010792,86,14.202,121,5.687
1,P2,680.3483348631582,87,13.432,123,35.029
1,P1,683.0155268238199,30,14.589,124,0.507
1,P3,683.2129687766105,38,13.234,122,41.026
1,P2,691.4375916676726,89,14.542,125,4.353
1,P1,694.4706009470968,31,14.161,127,0.587
1,P3,696.5078810074511,39,13.751,126,6.446
1,P2,704.8455146037961,91,13.296,128,8.223
1,P2,708.8456298855697,92,13.253,129,3.177
1,P2,715.2374195881131,93,14.267,130,5.21
1,P3,719.8459331408588,40,13.718,131,6.536
1,P2,730.1318790616155,95,29.454,132,12.178
1,P2,735.0370862603677,96,13.675,134,3.602
1,P1,739.4530892848522,32,15.23,136,0.567
1,P2,739.5051305538932,97,12.988,135,4.925
1,P1,742.0317779126267,33,15.547,137,0.57
1,P3,754.2527408140276,41,14.111,138,8.473
1,P2,760.5159546464794,99,13.491,139,5.627
1,P2,762.8166380390253,100,13.022,140,4.573
1,P1,763.7863118706604,34,14.995,142,0.555
1,P2,765.8292616774532,101,14.66,141,5.137
1,P1,775.5183022878259,35,15.245,143,7.64
1,P2,781.5121875336707,102,14.353,144,3.357
1,P2,785.5272224334128,103,12.854,145,3.861
1,P1,786.0679417421765,36,14.468,146,0.673
1,P1,789.2300026566105,37,15.581,147,0.553
1,P2,800.0531176565252,104,13.251,148,8.084
1,P2,806.1605934630179,105,14.044,149,4.774
1,P3,811.2887192975978,42,12.766,150,6.057
1,P1,813.148580835048,38,15.052,152,0.734
1,P3,813.250972627649,43,13.159,151,5.292
1,P3,849.859406429229,44,13.014,153,32.84
1,P1,851.5643250468578,39,15.315,154,0.521
1,P1,855.5579463082254,40,14.012,155,0.47
1,P1,859.0741466838485,41,13.925,156,0.528
1,P3,873.5167319197135,45,12.982,157,11.489
1,P2,873.9748744276503,110,13.713,158,7.347
1,P2,877.6109940540032,111,13.897,159,4.313
1,P2,879.7024462950145,112,13.135,160,3.799
1,P1,895.5788947013325,42,15.645,162,7.837
1,P2,896.1133781380904,113,13.179,161,11.795
1,P2,903.1063939578115,114,13.942,163,4.251
1,P2,906.191494298932,115,14.439,164,4.642
1,P1,906.8121712017767,43,15.723,165,0.539
1,P1,909.9376922426393,44,15.189,166,0.671
1,P2,920.1735780811845,116,14.771,167,7.203
1,P3,928.8655972528754,46,14.4,168,6.525
1,P1,929.9008590733777,45,15.631,170,0.614
1,P3,931.5857632859876,47,13.803,169,5.25
1,P1,933.5164651890206,46,15.328,171,0.717
1,P2,957.3819413846176,119,14.018,172,4.645
1,P1,967.5172990644276,47,14.435,174,4.138
1,P3,970.3597659857106,48,13.642,173,12.105
1,P1,974.4749459509077,48,14.956,176,0.849
1,P3,974.953337796426,49,12.979,175,4.972
1,P2,982.3706464754144,122,13.123,177,5.579
1,P1,1015.5055074740336,49,14.613,179,34.159
1,P2,1016.1891754466374,123,13.91,178,36.988
1,P1,1019.1653538226111,50,14.894,180,0.704
1,P1,1021.3131898482607,51,14.535,181,0.563
1,P1,1024.3184603563154,52,15.776,182,0.529
1,P1,1031.3028227243117,53,15.079,183,0.591
1,P1,1039.473188189423,54,15.852,184,5.548
1,P2,1046.9694966131858,124,12.921,185,4.722
1,P3,1052.1180988818232,50,12.717,186,6.75
1,P2,1054.0334474676035,126,13.259,187,5.148
1,P2,1064.2718288987876,127,14.199,189,7.754
1,P3,1067.7604894254089,51,13.117,188,14.048
1,P2,1071.9149828831098,129,14.681,190,5.482
1,P2,1073.9324687112999,130,13.373,191,3.848
1,P1,1076.6200689479383,55,14.912,193,0.455
1,P3,1080.4971003197545,52,13.387,192,7.454
1,P3,1089.610479644506,53,14.571,195,6.815
1,P2,1090.0581843298703,133,14.1,194,10.699
1,P1,1091.7221835851358,56,15.201,196,0.592
1,P1,1095.0008689445303,57,15.762,197,0.62
1,P2,1102.5816709576327,134,14.436,198,4.514
1,P1,1111.5930132362298,58,15.599,200,6.363
1,P3,1114.0412309970588,54,14.68,199,12.013
1,P1,1117.8781103817437,59,15.594,202,0.452
1,P1,1120.3757556673556,60,14.209,203,0.502
1,P3,1120.3823260380598,55,13.575,201,5.981
1,P1,1122.9981744825704,61,14.957,204,0.666
1,P1,1125.26796801254,62,14.843,205,0.509
1,P1,1135.6495664424885,63,15.597,206,8.653
1,P2,1144.8000418599054,137,13.187,207,4.934
1,P1,1145.0496954140722,64,15.687,208,0.546
1,P1,1148.304182274963,65,15.06,209,0.608
1,P3,1185.734324439671,56,13.077,210,32.599
1,P2,1192.6271903724657,139,13.371,211,5.004
1,P2,1198.4202256485748,140,13.111,212,6.411
1,P1,1207.4976514007872,66,13.783,215,5.632
1,P2,1208.91338099697,141,27.128,213,14.256
1,P2,1216.3127308815515,142,14.413,216,4.861
1,P1,1218.6920654504145,67,14.182,218,0.602
1,P3,1221.1146645186286,57,13.768,217,6.332
1,P2,1235.128652710405,144,13.265,219,5.254
1,P3,1240.4374650198165,58,14.159,220,6.594
1,P3,1243.858342913449,59,14.195,221,7.722
1,P3,1246.6376666961417,60,12.706,222,7.819
1,P2,1258.7411466815424,148,40.274,223,13.776
1,P2,1259.0064345682194,149,3.469,225,10.863
1,P2,1263.3465604099804,150,13.908,226,5.565
1,P2,1265.1830296118214,151,13.359,227,3.648
1,P2,1270.0187424115034,152,13.354,228,5.203
1,P1,1279.530817324629,68,15.095,230,7.548
1,P1,1282.0896028912514,69,15.638,231,0.586
1,P3,1282.4448192711682,61,14.295,229,14.702
1,P2,1291.0612772945337,154,12.905,232,5.951
1,P3,1296.2547979693265,62,14.394,233,7.546
1,P2,1306.2118513259743,156,26.616,234,10.186
1,P1,1308.5117831568393,70,14.101,236,0.52
1,P1,1311.0451853751058,71,14.49,237,0.563
1,P2,1317.619366235498,157,13.836,238,3.404
1,P1,1318.1443941979371,72,15.029,239,0.691
1,P2,1352.4111901722497,158,14.47,240,29.826
1,P3,1360.478339956913,63,14.181,241,6.717
1,P2,1362.2721541838669,160,14.684,242,4.004
1,P2,1365.4206148071055,161,12.96,243,3.981
1,P2,1376.521705814319,162,13.053,245,9.127
1,P3,1378.9378277622257,64,14.0,244,14.237
1,P1,1384.1628377949178,73,14.899,247,0.49
1,P2,1385.0749765473765,164,14.456,246,5.013
1,P2,1391.6379894651593,165,13.074,248,4.293
1,P2,1400.3376734030755,166,14.259,249,8.43
1,P2,1406.0644662390116,167,13.942,250,4.094
1,P2,1409.658047602784,168,14.642,251,4.093
1,P1,1412.0567980678215,74,15.935,253,0.451
1,P2,1412.346326980312,169,14.269,252,3.98
1,P3,1426.010939557101,65,14.094,254,10.32
1,P1,1428.4630629965825,75,15.859,255,0.573
1,P1,1437.2202426424585,76,14.279,258,0.435
1,P2,1437.5359957759995,171,13.755,256,6.797
1,P2,1440.1951754621973,172,13.45,257,7.105
1,P1,1447.6529652745692,77,15.406,259,7.808
1,P1,1450.7582053414108,78,13.945,260,0.585
1,P3,1459.496543160417,66,12.67,261,5.894
1,P2,1462.123024152545,174,13.481,262,5.055
1,P2,1472.060770076223,175,13.594,263,12.77
1,P2,1473.4098382772056,176,13.223,264,5.169
1,P1,1474.1113062663799,79,13.946,265,0.601
1,P1,1478.3686709345322,80,15.81,266,0.951
1,P3,1488.50479982511,67,12.844,267,7.067
1,P1,1519.7759995864942,81,15.022,269,32.935
1,P2,1520.7227440801755,178,13.649,268,32.752
1,P1,1523.3758656175626,82,15.429,270,0.55
1,P2,1529.2848508222323,179,14.813,271,3.721
1,P2,1532.3654063862448,180,14.223,272,3.712
1,P2,1535.0315435776918,181,13.634,273,3.245
1,P1,1543.474244296531,83,14.98,275,6.034
1,P2,1544.1690923968192,182,14.079,274,10.1
1,P1,1550.8323828945597,84,15.732,277,0.529
1,P2,1551.3976518303466,183,14.252,276,4.276
1,P2,1558.5270006448488,184,13.522,278,4.939
1,P2,1567.9504967686275,185,14.714,279,10.959
1,P3,1570.661833021172,68,14.593,280,8.88
1,P2,1577.3391773603062,187,13.754,281,6.485
1,P2,1580.0567090086336,188,13.129,282,5.687
1,P2,1582.7505425430786,189,13.952,283,5.005
1,P1,1591.4489661464443,85,15.268,286,6.094
1,P2,1596.7538429409808,190,25.938,284,15.418
1,P1,1597.8928070395357,86,15.615,288,0.518
1,P2,1598.1358046231112,191,14.449,287,4.101
1,P1,1601.6070636496022,87,15.056,289,0.546
1,P1,1615.5241175097415,88,15.677,291,8.273
1,P3,1618.0212512505295,69,13.367,290,14.741
1,P1,1618.4239518605248,89,14.666,292,0.562
1,P1,1625.2330694422317,90,14.668,294,0.61
1,P2,1626.6211950806578,193,13.196,293,5.286
1,P2,1639.9815860220087,194,13.687,295,12.212
1,P3,1643.2407843056767,70,12.85,296,12.452
1,P2,1648.3857482893632,196,13.819,297,5.584
1,P2,1650.5448419642944,197,13.941,298,5.154
1,P3,1656.4095186876912,71,13.142,299,8.219
1,P3,1689.9808800555961,72,13.737,301,35.204
1,P2,1690.4910485267646,200,13.106,300,40.775
1,P3,1697.495199067419,73,13.897,302,7.044
1,P2,1699.5480221552946,202,13.055,303,5.311
1,P3,1705.46268012924,74,13.032,304,6.895
1,P3,1713.3691853313367,75,13.143,306,7.315
1,P2,1713.5694035906765,205,13.697,305,12.044
1,P1,1714.7475875876723,91,14.168,307,0.64
1,P1,1721.584374687102,92,13.976,309,0.663
1,P2,1721.5898092048212,206,13.67,308,4.298
1,P1,1724.8351470171228,93,15.114,310,0.844
1,P1,1735.568793615426,94,14.85,311,8.071
1,P2,1743.3727427291099,207,14.154,312,4.422
1,P1,1745.5791858706732,95,14.64,314,0.54
1,P2,1746.7368615110638,208,12.925,313,4.602
1,P1,1759.6026527151034,96,13.805,316,7.461
1,P3,1761.6726206111941,76,14.599,315,12.428
1,P3,1767.1835040222932,77,13.261,317,4.357
1,P2,1771.274047635697,211,14.576,318,5.96
1,P2,1773.4698022304206,212,12.921,319,4.032
1,P1,1774.0076608399813,97,15.326,320,0.761
1,P2,1784.1628452687019,213,13.668,321,6.722
1,P3,1793.6409464181836,78,14.374,322,7.062
1,P3,1795.7361986572337,79,13.477,323,4.931
1,P3,1800.615958684516,80,14.154,324,5.896
1,P1,1807.757086649465,98,15.507,326,7.294
1,P2,1808.59302712026,217,14.405,325,10.094
1,P2,1814.737948042593,218,12.95,327,3.857
1,P1,1815.6177403541615,99,14.328,328,0.634
1,P2,1822.2971846082673,219,14.298,329,3.785
1,P1,1822.5704093747975,100,15.09,330,0.7
1,P3,1857.7638587541007,81,12.896,331,30.821
1,P1,1858.3051372664245,101,14.032,332,0.596
1,P1,1860.6041681136712,102,14.336,333,0.507
1,P2,1869.2377466844282,221,14.116,334,5.746
1,P1,1870.213038459342,103,14.259,336,0.921
1,P1,1879.8331803754618,104,15.149,337,7.752
1,P2,1880.0633040245061,222,13.008,335,13.764
1,P1,1881.537526395758,105,13.864,338,0.522
1,P1,1884.2534016551713,106,15.809,339,0.637
1,P1,1891.76506926237,107,15.644,341,0.607
1,P3,1894.6525163383455,82,13.487,340,7.429
1,P3,1905.7062235960182,83,12.74,342,10.89
1,P2,1906.2416010137076,225,13.853,343,7.973
1,P3,1913.3147671939696,84,13.327,344,6.805
1,P3,1916.0094062142107,85,14.109,345,4.72
1,P2,1920.0445863142015,228,13.353,346,5.815
1,P3,1932.8270421587763,86,27.868,347,13.68
1,P3,1934.5919146824665,87,14.644,349,4.89
1,P1,1937.0983728747935,108,14.524,351,0.601
1,P3,1939.501627429431,88,13.682,350,5.831
1,P1,1939.7533140607952,109,14.813,352,0.563
1,P1,1954.8425206967663,110,15.259,355,0.544
1,P2,1958.3299940211832,232,27.065,353,14.13
1,P1,1958.6172575576734,111,15.846,356,0.843
1,P1,1975.5857465467402,112,15.495,358,7.286
1,P2,1976.1208513008362,233,14.698,357,11.721
1,P1,1982.870507887502,113,13.833,360,0.706
1,P2,1983.2952199320234,234,14.495,359,4.917
1,P2,1989.2019747271027,235,13.858,361,4.383
1,P1,2026.9686475701405,114,15.171,364,0.556
1,P3,2028.9172683686322,89,28.772,362,34.275
1,P2,2035.4013612881974,237,13.379,365,5.565
1,P2,2038.3844222140722,238,13.35,366,5.774
1,P2,2050.5193879498047,239,39.613,367,12.572
1,P2,2050.7982126876113,240,3.499,369,9.042
1,P1,2051.366343306392,115,14.114,370,0.44
1,P1,2053.3825367162235,116,13.754,371,0.809
1,P3,2062.7216596124786,90,13.76,372,6.987
1,P2,2073.4107769303882,242,26.227,373,9.912
1,P1,2078.9710214766237,117,13.804,376,0.679
1,P3,2080.4361306068877,91,13.54,375,6.107
1,P1,2082.172435863843,118,15.025,377,0.507
1,P2,2097.580505822032,244,27.865,378,12.61
1,P1,2098.6949587124254,119,15.096,381,0.47
1,P2,2098.99096151446,245,14.116,380,8.652
1,P2,2106.596210466553,246,13.716,382,4.986
1,P2,2109.0866287935787,247,14.812,383,4.101
1,P2,2120.084415897181,248,14.677,385,8.256
1,P3,2123.4639237480924,92,14.423,384,15.75
1,P3,2130.516946505015,93,13.137,386,7.169
1,P2,2134.3450489895513,251,13.315,387,5.519
1,P3,2146.3266412069447,94,12.668,388,10.57
1,P3,2151.882348738419,95,14.56,389,5.735
1,P3,2154.7913164967617,96,14.455,390,5.501
1,P2,2159.8342091625996,255,13.44,391,6.439
1,P2,2192.157179923094,256,13.851,392,26.042
1,P1,2197.2058550397755,120,15.039,394,0.598
1,P2,2197.709365708516,257,14.553,393,3.99
1,P1,2200.0780172270947,121,15.923,395,0.493
1,P2,2206.5456708101474,258,12.882,396,3.829
1,P1,2215.491394458774,122,15.809,398,6.13
1,P3,2217.879291826039,97,14.577,397,11.733
1,P2,2224.320860088537,260,13.34,399,5.908
1,P2,2225.8011059069804,261,12.865,400,4.0
1,P1,2228.948984242295,123,13.891,402,0.469
1,P2,2229.1152196191647,262,13.776,401,3.587
1,P2,2240.414576285999,263,14.478,403,9.612
1,P1,2243.6545529709388,124,15.258,404,0.752
1,P2,2250.2194841942187,264,14.523,405,4.41
1,P2,2253.735375811285,265,13.136,406,4.778
1,P2,2255.9523655373814,266,14.591,407,4.742
1,P2,2264.942217189597,267,26.483,408,10.218
1,P1,2268.101579732825,125,14.36,410,0.678
1,P1,2274.659451977412,126,14.031,412,0.475
1,P3,2277.342770600933,98,14.165,411,6.327
1,P3,2289.499094061771,99,14.205,414,7.995
1,P2,2289.789843573569,270,13.404,413,13.073
1,P2,2296.123057308356,271,14.688,415,6.077
1,P2,2299.174895373367,272,13.998,416,5.166
1,P2,2301.597853645096,273,12.909,417,4.834
1,P2,2311.941250271376,274,12.817,419,7.922
1,P3,2315.3664160469766,100,12.766,418,16.725
1,P1,2317.3597709874275,127,14.744,421,0.573
1,P2,2319.41917572085,276,14.159,420,5.242
1,P3,2326.736610603916,101,14.047,422,5.874
1,P3,2361.374920130656,102,13.431,424,36.172
1,P2,2363.2019576494286,279,29.356,423,35.01
1,P1,2366.3842586943633,128,15.462,427,0.675
1,P2,2366.821403610419,280,13.774,426,4.625
1,P3,2378.0607034952645,103,13.303,428,8.689
1,P3,2385.4915844718485,104,14.456,429,8.647
1,P1,2390.13139034192,129,15.034,431,0.802
1,P2,2391.9399952369226,283,14.718,430,5.772
1,P1,2396.8949762011334,130,15.637,433,0.429
1,P2,2398.2528175701154,284,13.708,432,5.294
1,P1,2407.3961144642744,131,15.443,434,8.115
1,P2,2414.788971568555,285,14.095,435,4.194
1,P2,2417.9712073449127,286,14.831,436,3.501
1,P1,2421.4522101730904,132,14.387,438,0.603
1,P2,2422.76046050008,287,14.726,437,4.966
1,P3,2434.7276984894065,105,14.039,439,10.941
1,P2,2440.154116800687,289,12.882,440,5.291
1,P1,2455.673608518777,133,15.907,441,2.775
1,P2,2462.884037284735,290,13.21,442,4.173
1,P3,2469.39495750898,106,13.039,443,6.976
1,P3,2471.122004111155,107,13.358,444,6.644
1,P1,2479.6417697255006,134,14.161,447,6.114
1,P2,2481.450549825629,294,14.297,445,13.699
1,P3,2481.6372985236267,108,13.989,446,10.474
1,P1,2483.130680787151,135,15.724,448,0.681
1,P1,2490.818212816574,136,14.217,450,0.553
1,P3,2491.7586367528584,109,14.671,449,5.201
1,P1,2494.6769142647563,137,15.827,451,0.518
1,P2,2528.6718403708164,296,14.628,452,29.133
1,P3,2536.9375318186935,110,12.921,453,6.237
1,P3,2540.1372672680336,111,14.164,454,6.22
1,P3,2543.032326118798,112,12.687,455,5.571
1,P1,2551.5104569288383,138,15.516,457,8.385
1,P2,2552.5531183681537,300,13.212,456,11.57
1,P3,2562.451208052883,113,14.345,458,6.967
1,P2,2564.720332176472,302,13.16,459,6.808
1,P1,2565.8710579881877,139,14.491,461,0.554
1,P2,2567.270660924969,303,14.273,460,5.374
1,P1,2575.5705750321235,140,15.881,462,7.402
1,P1,2579.522441985086,141,13.886,463,0.611
1,P2,2586.5067272494093,304,13.803,464,4.103
1,P1,2589.169875091401,142,15.279,466,0.504
1,P3,2592.225295541857,114,12.936,465,6.83
1,P1,2599.6120059417635,143,14.442,467,6.589
1,P2,2607.4300207985266,306,14.77,468,5.018
1,P3,2612.344682915752,115,14.271,469,5.969
1,P2,2615.8979536064016,308,13.896,470,6.438
1,P2,2624.108302969096,309,14.632,471,12.494
1,P3,2627.226308956782,116,14.046,472,6.926
1,P1,2631.806487482483,144,14.354,474,0.696
1,P2,2632.312647806953,311,13.394,473,5.309
1,P2,2638.938570375064,312,14.72,475,3.575
1,P3,2653.7075248263673,117,28.784,476,13.235
1,P3,2655.446631669324,118,13.976,478,5.934
1,P2,2658.4194000612874,315,14.739,479,5.305
1,P2,2663.1188915181233,316,13.092,480,5.896
1,P1,2663.4340414469625,145,14.958,482,0.659
1,P2,2697.19828926587,317,28.631,481,33.702
1,P1,2702.4043250046734,146,15.284,485,0.52
1,P2,2702.885784455392,318,14.799,484,4.955
1,P2,2708.9953312815423,319,13.735,486,3.721
1,P2,2720.4496073797204,320,13.799,488,8.103
1,P3,2723.867273173423,119,13.103,487,14.485
1,P1,2735.245779226198,147,15.696,490,0.375
1,P1,2747.551591774229,148,15.674,492,0.459
1,P3,2748.0184773171745,120,27.444,489,12.573
1,P2,2755.663126572636,323,13.43,493,5.437
1,P1,2756.6385097635953,149,14.645,494,0.598
1,P1,2767.68055516218,150,14.534,495,8.249
1,P2,2774.9804305318125,324,12.949,496,4.817
1,P1,2777.423996232164,151,14.447,498,0.765
1,P2,2779.050746513034,325,12.978,497,5.777
1,P1,2779.8027735671526,152,15.887,499,0.615
1,P2,2792.1842002765034,326,13.87,500,10.106
1,P3,2795.7819240538925,121,13.437,501,9.912
1,P3,2799.2759144803013,122,12.714,502,5.157
1,P3,2803.4744121319927,123,13.668,503,7.072
1,P1,2803.676130769654,153,15.412,505,0.84
1,P1,2805.628012702386,154,13.935,506,0.54
1,P2,2806.70926868018,330,14.456,504,6.907
1,P2,2816.22055980838,331,14.771,507,6.84
1,P2,2822.4700104626063,332,14.285,508,4.371
1,P1,2826.9198307596753,155,15.303,510,0.475
1,P3,2828.6595185414385,124,13.446,509,6.455
1,P2,2865.444263397574,334,29.058,511,35.157
1,P3,2872.9254240579803,125,12.928,513,6.804
1,P2,2876.3242238958696,336,13.188,514,6.151
1,P1,2877.3752130521157,156,13.913,516,0.579
1,P2,2878.033752650402,337,13.699,515,4.936
1,P2,2892.6268002221295,338,14.278,517,4.567
1,P3,2897.6560475528986,126,13.383,518,6.577
1,P2,2899.893261385926,340,14.605,519,5.832
1,P1,2901.7385120175245,157,15.062,521,0.583
1,P3,2905.019247768866,127,13.335,520,7.289
1,P2,2912.810206925716,342,13.761,522,8.096
